timestamp,open,high,low,close,volume
1999-11-01,90.56,92.38,90.56,91.44,1385300
1999-11-02,91.25,91.31,88.63,88.75,1582900
1999-11-03,89.94,89.94,88.38,89.06,1224600
1999-11-04,89.06,89.13,87.94,88.25,1256700
1999-11-05,88.75,89.0,85.5,85.5,1564900
1999-11-08,86.19,89.38,86.19,89.38,1447700
1999-11-09,89.63,90.31,88.5,89.25,1214400
1999-11-10,89.31,91.88,89.31,91.56,1708000
1999-11-11,91.5,91.5,89.81,90.5,1524800
1999-11-12,90.25,92.44,89.25,91.38,1450400
1999-11-15,91.38,91.94,90.56,91.38,841900
1999-11-16,91.69,93.75,91.69,93.69,1335700
1999-11-17,93.56,96.94,93.5,96.56,2974400
1999-11-18,95.0,96.38,94.69,95.25,2005100
1999-11-19,94.0,94.44,92.25,93.19,1132300
1999-11-22,93.19,93.63,90.88,91.13,1375400
1999-11-23,90.94,90.94,89.13,89.63,1262400
1999-11-24,89.63,90.69,89.06,90.25,1594800
1999-11-26,90.19,90.19,89.0,89.0,676300
1999-11-29,88.38,89.19,87.81,88.56,1349800
1999-11-30,87.25,90.5,87.19,88.56,1262100
1999-12-01,88.75,92.5,87.88,92.5,1414800
1999-12-02,91.88,92.44,90.0,90.94,1364900
1999-12-03,91.75,92.75,90.06,90.94,1001000
1999-12-06,90.31,91.69,90.31,91.0,817700
1999-12-07,91.06,91.13,89.56,89.75,1824900
1999-12-08,88.25,91.19,87.5,90.5,1678700
1999-12-09,91.0,92.5,91.0,92.19,1209300
1999-12-10,91.5,91.75,90.5,90.75,1342600
1999-12-13,90.69,90.75,88.56,89.56,1590900
1999-12-14,87.88,89.88,87.81,87.81,1808300
1999-12-15,88.38,91.75,88.38,89.94,1258300
1999-12-16,89.94,89.94,88.81,89.44,1232800
1999-12-17,87.5,89.94,87.5,87.5,2283400
1999-12-20,87.5,88.0,85.0,86.14,1187900
1999-12-21,85.31,87.0,85.13,85.44,1210300
1999-12-22,85.63,85.88,84.31,84.75,1090800
1999-12-23,85.5,86.69,84.0,86.44,876600
1999-12-27,85.5,86.44,83.94,84.63,1226900
1999-12-28,84.94,86.75,84.94,86.5,1018400
1999-12-29,87.25,87.81,86.0,86.0,755200
1999-12-30,86.13,87.63,85.44,85.5,901100
1999-12-31,85.69,86.69,84.75,86.63,559200
2000-01-03,85.88,85.88,82.56,83.63,2193800
2000-01-04,82.94,84.13,82.5,83.63,1851200
2000-01-05,83.06,86.56,83.06,85.44,2783800
2000-01-06,85.31,89.19,85.31,88.75,2176700
2000-01-07,90.0,90.88,89.0,90.31,2243700
2000-01-10,90.06,90.06,87.69,87.88,1052400
2000-01-11,87.88,88.88,86.94,87.06,1395600
2000-01-12,87.06,87.63,85.88,86.75,1496300
2000-01-13,86.5,89.25,86.13,87.56,1626700
2000-01-14,85.81,87.44,85.56,87.0,1836500
2000-01-18,87.5,89.5,86.94,89.31,2158700
2000-01-19,89.0,89.0,87.75,87.94,2513500
2000-01-20,88.19,88.19,86.81,87.5,1709900
2000-01-21,87.88,89.88,87.81,88.56,1973900
2000-01-24,89.5,90.38,87.94,88.81,1768300
2000-01-25,88.81,90.5,87.63,88.56,1927300
2000-01-26,89.25,89.75,86.5,87.75,1340500
2000-01-27,87.31,87.63,83.56,84.31,1775400
2000-01-28,83.56,83.69,81.88,82.56,2033000
2000-01-31,82.06,83.94,80.75,83.63,1830300
2000-02-01,83.38,84.44,82.5,83.19,1305800
2000-02-02,82.69,83.94,82.44,82.63,1709400
2000-02-03,82.13,82.5,80.63,81.44,1756400
2000-02-04,81.25,81.25,78.38,78.56,2112100
2000-02-07,79.13,80.0,78.44,79.06,1567800
2000-02-08,80.13,80.69,78.31,78.31,1783700
2000-02-09,78.44,78.69,74.94,75.0,2401200
2000-02-10,75.56,77.44,74.88,76.81,1916300
2000-02-11,77.38,77.63,72.19,74.0,2509900
2000-02-14,74.19,75.44,73.63,73.81,2519900
2000-02-15,74.44,77.69,74.44,77.5,3071700
2000-02-16,77.75,78.94,77.31,77.81,2374600
2000-02-17,78.13,78.19,76.56,77.75,1867900
2000-02-18,77.5,77.75,75.81,76.19,1785200
